policy_id,location_id,postcode,latitude,longitude,region,country,occupancy_type,construction_type,year_built,building_value,contents_value,business_interruption_value,hazard_zone,total_insured_value
POL0007782,LOC0007782,SE89 5HH,51.87735262970612,-0.44604266769177486,Greater London,UK,Residential,Reinforced Concrete,1903,993271.64,136531.54,0.0,Low,1129803.18
POL0007783,LOC0007783,LD16 3EX,51.70190360579283,-3.108102229738039,Wales,UK,Commercial,Reinforced Concrete,2000,4042777.22,1047694.68,542773.9,Low,5633245.8
POL0007784,LOC0007784,W30 1ZA,51.51583854558293,0.4371421850867599,Greater London,UK,Industrial,Masonry,1939,-14505481.81,5413577.62,9247699.49,Low,29166758.92
POL0007785,LOC0007785,LE19 7YD,52.321831916860276,-1.2326578607927798,East Midlands,UK,res,Reinforced Concrete,1983,1011033.71,414703.2,234175.2,High,1659912.11
POL0007786,LOC0007786,ST41 7CD,52.183693505761674,-2.6357397554705546,West Midlands,UK,Residential,Masonry,2002,623431.17,67002.76,0.0,Low,690433.93
POL0007787,LOC0007787,SO10 6RG,51.11997511454785,-0.971549736698833,South East,UK,Residential,Reinforced Concrete,1906,316554.17,44550.73,0.0,Low,361104.9
POL0007788,LOC0007788,DE34 5AX,52.75170280382219,-0.8173868358664435,East Midlands,UK,Residential,Steel Frame,1938,594577.49,67120.76,0.0,Medium,661698.25
POL0007789,LOC0007789,N15 4JG,51.447323162576424,-0.2510005747939583,Greater London,UK,Residential,Masonry,1969,376026.77,40997.08,0.0,Very High,417023.85
POL0007790,LOC0007790,HG2 8ZB,53.711121333858294,-1.5865278743292248,Yorkshire and the Humber,UK,Residential,Reinforced Concrete,1961,748712.86,87078.29,0.0,Low,835791.15
POL0007791,LOC0007791,S26 4RM,53.68362601021603,-1.872576405074382,Yorkshire and the Humber,UK,Commercial,Masonry,2006,2470025.9,967146.52,400572.92,Medium,3837745.34
POL0007792,LOC0007792,N72 6JW,51.784171767513286,-0.36475611914779943,Greater London,UK,Residential,Masonry,1906,91457.51,16773.47,0.0,Low,108230.98
POL0007793,LOC0007793,CH62 4DK,53.37341254742307,-2.079426069565682,North West,UK,Residential,Timber,1905,288226.65,37819.95,0.0,High,326046.6
POL0007794,LOC0007794,CB87 3ZB,52.329747548924026,0.3780935363085012,East of England,UK,Residential,Reinforced Concrete,1901,485686.67,71337.33,0.0,High,557024.0
POL0007795,LOC0007795,BS17 4BB,51.66589494435101,-2.3835852708614063,South West,UK,Residential,Masonry,1974,263845.08,40235.88,0.0,High,304080.96
POL0007796,LOC0007796,SE48 5MV,51.55703295357243,-0.29150040322096693,Greater London,UK,Commercial,Timber,2021,1408381.3,610163.22,208546.93,Low,2227091.45
POL0007797,LOC0007797,LE83 5WU,52.840915406654005,-1.2347828991406113,East Midlands,UK,Commercial,Steel Frame,1942,2852392.09,1018743.44,795865.65,Low,4667001.18
POL0007798,LOC0007798,E76 2ED,51.162287056484224,-0.1425220104668434,Greater London,UK,Commercial,Steel Frame,1987,680533.32,151429.12,81643.5,Medium,913605.94
POL0007799,LOC0007799,GU46 8KF,51.704288571325165,-0.645078947863071,South East,UK,Residential,Timber,1969,449499.87,54602.37,0.0,Medium,504102.24
POL0007800,LOC0007800,PO70 6JH,51.3478615040426,-0.5737483563642961,South East,UK,Industrial,Mixed,2009,1576427.12,846052.15,801021.95,Low,3223501.22
POL0007801,LOC0007801,W76 4UW,52.04085327526824,-0.2477588633998744,Greater London,UK,Residential,Timber,1950,434977.05,91850.87,0.0,Medium,526827.92
POL0007802,LOC0007802,SE44 3GK,51.700824117801005,-0.9874677858225012,Greater London,UK,Retail,Reinforced Concrete,2013,280716.73,78874.24,123721.21,Low,483312.18
POL0007803,LOC0007803,BT10 6GT,54.24501891610904,-5.895474008853263,Northern Ireland,UK,Retail,Timber,1951,236066.45,104551.37,100270.3,High,440888.12
POL0007804,LOC0007804,PO96 6KU,51.17261474249486,-0.20320322300546956,South East,UK,Residential,Steel Frame,1987,561724.67,73148.38,0.0,Medium,634873.05
POL0007805,LOC0007805,WC82 5UG,51.67460631244303,0.23941602580608956,Greater London,UK,Retail,Timber,1965,964386.26,286492.52,329214.65,Low,1580093.43
POL0007806,LOC0007806,EC24 4KU,51.499072606275035,-0.5088190475481877,Greater London,UK,Residential,Masonry,1953,500502.32,93677.14,0.0,High,594179.46
POL0007807,LOC0007807,BA94 7SA,51.30923312099104,-2.4912354177419833,South West,UK,Residential,Masonry,1939,798037.0,66942.99,0.0,High,864979.99
POL0007808,LOC0007808,LD59 1GZ,51.302983705245474,-2.924047043143664,Wales,UK,Residential,Steel Frame,1914,819596.13,118732.37,0.0,Low,938328.5
POL0007809,LOC0007809,SO61 3TB,51.6536961913773,-0.9762071045029564,South East,UK,Residential,Masonry,2018,252729.99,44319.74,0.0,Very High,297049.73
POL0007810,LOC0007810,EC21 6HJ,50.99602217563524,0.5240182747930644,Greater London,UK,Commercial,Timber,1906,1364303.75,279595.09,279648.76,High,1923547.6
POL0007811,LOC0007811,PO93 3WX,51.39495160012694,0.05142512641899377,South East,UK,Public Sector,Steel Frame,1989,672232.78,185161.43,118793.23,Low,976187.44
POL0007812,LOC0007812,SW84 2YG,51.68990999497861,-0.20738292915818163,Greater London,UK,Residential,Steel Frame,1932,974054.95,101004.09,0.0,Very High,1075059.04
POL0007813,LOC0007813,W90 5BR,51.63259012541944,-0.8949284964898725,Greater London,UK,Commercial,Timber,1957,799812.67,239750.58,98998.29,Medium,1138561.54
POL0007814,LOC0007814,WN53 7RD,53.76811987290607,-1.267162329738799,North West,UK,Industrial,Masonry,1933,2723295.94,1352138.61,718870.27,Low,4794304.82
POL0007815,LOC0007815,SO98 6MA,50.86951462732386,-1.0873154237337688,South East,UK,Residential,Steel Frame,1974,155187.9,31855.62,0.0,Low,187043.52
POL0007816,LOC0007816,WS43 3BK,52.45670532561837,-1.5578131209180357,West Midlands,UK,Residential,Masonry,1955,408563.83,40513.18,0.0,Low,449077.01
POL0007817,LOC0007817,BN35 6GT,52.04417318876635,-0.8326047934136853,South East,UK,Industrial,Mixed,1958,1726486.26,603440.41,818307.29,Low,3148233.96
POL0007818,LOC0007818,LN45 7EG,53.55450171078034,-1.093335658783828,East Midlands,UK,Residential,Reinforced Concrete,1922,557983.51,78030.92,0.0,High,636014.43
POL0007819,LOC0007819,DH41 8PV,55.104698669262945,-1.493070484859103,North East,UK,factory,Steel Frame,1954,6713667.04,1603699.1,2159411.29,Medium,10476777.43
POL0007820,LOC0007820,BD10 6DP,54.14248393924143,-1.7095820020818773,Yorkshire and the Humber,UK,Commercial,Masonry,2015,1823536.95,501758.78,194277.64,Low,2519573.37
POL0007821,LOC0007821,BL24 2HC,53.709920292453226,-2.710302710377442,North West,UK,Residential,Masonry,1924,246323.03,49371.36,0.0,High,295694.39
POL0007822,LOC0007822,PR3 2MF,53.401138850697606,-2.484562576716747,North West,UK,Residential,Reinforced Concrete,2017,484750.37,89310.71,0.0,Medium,574061.08
POL0007823,LOC0007823,BL14 3ZJ,53.50542923641303,-2.362710304773437,North West,UK,Residential,Masonry,1975,829642.41,181586.34,0.0,Medium,1011228.75
POL0007824,LOC0007824,BA19 3GC,51.77149743388796,-2.921793876165224,South West,UK,Residential,Steel Frame,1986,177141.76,21797.3,0.0,Medium,198939.06
POL0007825,LOC0007825,WV41 4FX,52.00143153797291,-2.406167851490392,West Midlands,UK,Industrial,Masonry,1996,1679966.16,921541.63,800404.12,Low,3401911.91
POL0007826,LOC0007826,SA62 1WU,51.75996705296437,-3.547531790460164,Wales,UK,Residential,Reinforced Concrete,1941,292486.09,27572.58,0.0,Low,320058.67
POL0007827,LOC0007827,LN62 1KB,53.0661964363458,-1.2701192512342703,East Midlands,UK,Residential,Timber,2020,207746.24,25559.74,0.0,Low,233305.98
POL0007828,LOC0007828,PO43 8GW,51.68528833533092,-1.0657909679443118,South East,UK,Residential,Timber,1984,1191640.07,98449.44,0.0,High,1290089.51
POL0007829,LOC0007829,YO44 6JH,54.5748175845128,-0.8278155339889681,Yorkshire and the Humber,UK,Residential,Steel Frame,2021,224192.64,40388.89,0.0,Low,264581.53
POL0007830,LOC0007830,NW56 6TA,51.4189411494864,-0.2994111438560947,Greater London,UK,Residential,Reinforced Concrete,1908,227026.89,26401.64,0.0,Low,253428.53
POL0007831,LOC0007831,SW21 1FB,52.38425132222637,-0.5375633653048641,Greater London,UK,Residential,Steel Frame,1940,274481.73,60363.14,0.0,Medium,334844.87
POL0007832,LOC0007832,WN49 6NH,-95.0,200.0,North West,UK,Residential,Timber,1913,500689.19,96397.18,0.0,Medium,597086.37
POL0007833,LOC0007833,SE93 3MK,51.50654538861192,-0.7883104538016001,Greater London,UK,Residential,Masonry,1961,603930.32,124136.05,0.0,Medium,728066.37
POL0007834,LOC0007834,SY69 6PY,51.620648674709265,-3.5478330347290807,Wales,UK,Retail,Reinforced Concrete,1990,1160675.5,637531.48,243242.57,High,2041449.55
POL0007835,LOC0007835,SE78 8NR,51.909276954767336,-0.6808667161251563,Greater London,UK,Retail,Timber,1908,255425.35,93392.97,94842.52,Medium,443660.84
POL0007836,LOC0007836,B72 5SJ,52.50285045966513,-2.7325258458417174,West Midlands,UK,Residential,Steel Frame,2007,671396.36,101100.46,0.0,Medium,772496.82
POL0007837,LOC0007837,YO27 4AR,53.1975725622246,-1.8680537441512004,Yorkshire and the Humber,UK,Residential,Mixed,2008,234299.82,36128.96,0.0,Low,270428.78
POL0007838,LOC0007838,CO9 7EH,52.04500117694563,1.2745760369359853,East of England,UK,Commercial,Timber,1990,3235382.25,1422506.54,411394.26,High,5069283.05
POL0007839,LOC0007839,PR83 7ET,53.469434285846674,-1.7514853776536095,North West,UK,Residential,Masonry,1973,243788.4,21643.71,0.0,High,265432.11
POL0007840,LOC0007840,LD47 1GM,51.37525975349053,-2.948787630505474,Wales,UK,Residential,Reinforced Concrete,2010,273210.12,22493.83,0.0,Very High,295703.95
POL0007841,LOC0007841,HG55 6MK,53.59766691126271,-1.8506197662574684,Yorkshire and the Humber,UK,Residential,Masonry,1967,556871.49,63391.38,0.0,Low,620262.87
POL0007842,LOC0007842,M23 1JD,52.970961961102994,-2.1150134823365154,North West,UK,Residential,Masonry,2002,258404.24,32408.79,0.0,Low,290813.03
POL0007843,LOC0007843,WC89 1SA,51.58058335611604,0.16777889716862388,Greater London,UK,Residential,Masonry,1965,312077.0,35313.94,0.0,High,347390.94
POL0007844,LOC0007844,WS5 2JE,52.54637712039959,-1.1204455286662924,West Midlands,UK,Commercial,Masonry,1939,1553128.86,564672.5,500591.9,Low,2618393.26
POL0007845,LOC0007845,G85 2XA,56.0025877382697,-2.811405848551514,Scotland,UK,Residential,Reinforced Concrete,1923,720792.57,129794.41,0.0,Low,850586.98
POL0007846,LOC0007846,HU1 8JN,53.71004945676025,-1.8943186130345278,Yorkshire and the Humber,UK,Residential,Masonry,1999,204761.84,28415.28,0.0,Medium,233177.12
POL0007847,LOC0007847,DD73 2BF,56.15425464765226,-3.2221762353717294,Scotland,UK,Commercial,Masonry,2022,4048787.06,1759949.09,1367833.1,Low,7176569.25
POL0007848,LOC0007848,B87 3DF,52.71917205286029,-1.7562841140990213,West Midlands,UK,Commercial,Masonry,1957,713441.25,156087.47,277380.93,Medium,1146909.65
POL0007849,LOC0007849,E59 6CU,51.28515626849875,0.28064839351727083,Greater London,UK,Residential,Steel Frame,2023,195626.52,24875.42,0.0,Low,220501.94
POL0007850,LOC0007850,WC95 6WV,51.26326681294029,0.11002398005229178,Greater London,UK,Commercial,Masonry,2009,1813802.47,666071.89,654675.05,Medium,3134549.41
POL0007851,LOC0007851,RG34 2FH,51.81335111122724,-1.12424603859776,South East,UK,Commercial,Masonry,1973,644781.57,120616.43,127528.6,Medium,892926.6
POL0007852,LOC0007852,AL35 2DJ,52.56417844702825,0.8686943969402131,East of England,UK,Residential,Timber,1951,336543.39,28690.55,0.0,Medium,365233.94
POL0007853,LOC0007853,AB86 1NP,56.191844257950954,-3.5062671626189825,Scotland,UK,Public Sector,Masonry,2000,5409254.66,1164369.61,944191.21,Low,7517815.48
POL0007854,LOC0007854,OX27 2ZU,51.51450406497505,-1.5131708978093115,South East,UK,Residential,Timber,1955,254316.13,43747.76,0.0,Low,298063.89
POL0007855,LOC0007855,WS95 4CU,52.96536414428692,-2.6557193622021127,West Midlands,UK,Residential,Mixed,1953,233532.39,30114.78,0.0,Low,263647.17
POL0007856,LOC0007856,CH53 7SF,53.381469490503925,-2.596649265795856,North West,UK,Residential,Reinforced Concrete,1921,228161.51,35439.54,0.0,Low,263601.05
POL0007857,LOC0007857,BB42 1DZ,53.66971611625663,-1.5115005405466309,North West,UK,Residential,Masonry,1982,189432.21,19219.49,0.0,Low,208651.7
POL0007858,LOC0007858,,51.63787622763251,0.1471878048415134,South East,UK,factory,Steel Frame,1904,425908.07,34810.82,0.0,High,460718.89
POL0007859,LOC0007859,WC42 6ZU,51.12137675056352,-0.6220499703608549,Greater London,UK,Commercial,Timber,2009,1888716.22,314685.18,532113.86,High,2735515.26
POL0007860,LOC0007860,WC48 4JJ,51.257128015147686,-0.08152701578755574,Greater London,UK,Residential,Reinforced Concrete,1963,246790.83,40504.02,0.0,High,287294.85
POL0007861,LOC0007861,NW1 1FR,51.219661734920685,-0.4132318466359097,Greater London,UK,Public Sector,Masonry,1928,1365827.04,435814.21,133854.59,Low,1935495.84
POL0007862,LOC0007862,SE7 7FN,51.68093538669964,-0.5984853155832508,Greater London,UK,Commercial,Masonry,1995,1829201.82,445892.98,438462.06,Medium,2713556.86
POL0007863,LOC0007863,E58 6BA,,,Greater London,UK,Retail,Reinforced Concrete,1956,437221.23,211288.88,103168.38,Low,751678.49
POL0007864,LOC0007864,NR39 2ME,52.155255940164984,1.1014059725441,East of England,UK,Residential,Reinforced Concrete,2005,567544.44,55154.38,0.0,Low,622698.82
POL0007865,LOC0007865,PO9 2UP,51.202320870566126,-1.251806393965941,South East,UK,Residential,Timber,1960,418233.36,86721.3,0.0,High,504954.66
POL0007866,LOC0007866,BT89 7SG,54.76016763255812,-5.625570156962315,Northern Ireland,UK,Residential,Masonry,1915,362573.99,32178.57,0.0,Low,394752.56
POL0007867,LOC0007867,E22 7PF,51.90724285079544,0.05066573484860662,Greater London,UK,Industrial,Reinforced Concrete,2023,1223240.97,467128.87,275501.75,Low,1965871.59
POL0007868,LOC0007868,PO55 2PS,51.49100193678932,-0.7595854054364614,South East,UK,Residential,Masonry,1966,208269.36,28636.65,0.0,Medium,236906.01
POL0007869,LOC0007869,CH44 6ZA,53.40592441435121,-2.347011685862682,North West,UK,Retail,Masonry,1996,949537.41,299283.49,411368.63,Low,1660189.53
POL0007870,LOC0007870,SW65 5AR,51.01044911256194,0.21189806354194696,Greater London,UK,Residential,Reinforced Concrete,1939,427591.98,57993.64,0.0,Low,485585.62
POL0007871,LOC0007871,IV42 8ZJ,56.01250850461449,-2.8930250787800436,Scotland,UK,Industrial,Masonry,1974,3848948.31,2023103.26,1195030.59,Low,7067082.16
POL0007872,LOC0007872,EC74 3XS,50.71877306154636,-0.14549864899954748,Greater London,UK,Residential,Masonry,1939,237335.72,29836.95,0.0,Medium,267172.67
POL0007873,LOC0007873,LN14 1BW,52.71515317821426,-0.5875822481683113,East Midlands,UK,Residential,Reinforced Concrete,1972,423054.07,51269.47,0.0,Medium,474323.54
POL0007874,LOC0007874,TS44 7UF,55.15028073633547,-1.528790543891987,North East,UK,Public Sector,Timber,1991,1631067.28,261105.17,308396.29,Medium,2200568.74
POL0007875,LOC0007875,DY68 8ZA,52.36525876858451,-1.7394608421499744,West Midlands,UK,Industrial,Timber,2019,7338846.72,3787155.89,4194145.18,Low,15320147.79
POL0007876,LOC0007876,HU27 3FK,53.540908023774136,-1.586995632120591,Yorkshire and the Humber,UK,Retail,Reinforced Concrete,1992,454081.58,185712.97,149992.92,Low,789787.47
POL0007877,LOC0007877,LU69 3GP,52.07855825164352,1.578866068893043,East of England,UK,Residential,Timber,1928,432479.24,82607.08,0.0,High,515086.32
POL0007878,LOC0007878,M1 4SZ,53.89238537173344,-1.8386419560865244,North West,UK,Retail,Masonry,2002,1728814.01,539793.31,844096.18,Low,3112703.5
POL0007879,LOC0007879,CM59 6EX,51.82321291379683,1.0459797026679403,East of England,UK,Commercial,Mixed,2004,1005202.95,331488.37,293455.96,Medium,1630147.28
POL0007880,LOC0007880,N96 7HK,51.55974666903974,0.3373148530161354,Greater London,UK,Industrial,Masonry,1936,17540004.51,9129507.8,9653924.22,Low,36323436.53
POL0007881,LOC0007881,WC19 5AF,51.59747062663554,-0.13015271309455537,Greater London,UK,Commercial,Mixed,1935,1166947.13,322526.65,182715.1,Low,1672188.88
POL0007882,LOC0007882,B43 2SG,52.55165960297423,-2.5765406508165674,West Midlands,UK,Commercial,Masonry,1979,3411516.15,1039531.4,752127.22,Medium,5203174.77
POL0007883,LOC0007883,HD8 2JA,53.58592708379302,-1.4072324952927566,Yorkshire and the Humber,UK,Commercial,Timber,2000,3246964.47,1322292.84,488628.04,Medium,5057885.35
POL0007884,LOC0007884,SY31 7BX,51.800628740353844,-3.388287384198605,Wales,UK,Commercial,Steel Frame,1933,5167315.42,2194217.42,858588.37,Very High,8220121.21
POL0007885,LOC0007885,SE34 7SN,51.495774073638096,-0.7359771289766484,Greater London,UK,Residential,Reinforced Concrete,1936,317474.92,56628.98,0.0,Medium,374103.9
POL0007886,LOC0007886,EH98 4CH,56.36190702773905,-2.765078141751414,Scotland,UK,Commercial,Steel Frame,1948,5823358.02,1810363.46,1722113.03,Low,9355834.51
POL0007887,LOC0007887,EC39 2WH,51.68978873319881,0.026986351299738393,Greater London,UK,Residential,Masonry,2012,212782.74,27221.11,0.0,Very High,240003.85
POL0007888,LOC0007888,M76 4MU,53.9155137382411,-2.5485041766995926,North West,UK,Commercial,Masonry,1928,2368923.91,971660.6,831097.48,Low,4171681.99
POL0007889,LOC0007889,OX98 4DV,51.19881476422854,-0.574722481222557,South East,UK,Residential,Masonry,1986,168727.23,18370.51,0.0,Medium,187097.74
POL0007890,LOC0007890,WN35 7KX,53.759207746878275,-2.6961283227138777,North West,UK,Industrial,Masonry,1952,11293581.27,2477971.15,7533143.98,Medium,21304696.4
POL0007891,LOC0007891,WC6 3MV,51.35841923315847,0.514255389809408,Greater London,UK,Commercial,Steel Frame,2007,634876.83,226674.41,150716.02,Low,1012267.26
POL0007892,LOC0007892,WV85 2YH,52.60146685190045,-1.5912786231530947,West Midlands,UK,Residential,Mixed,2005,857567.98,110707.55,0.0,Low,968275.53
POL0007893,LOC0007893,PA77 3VK,55.62876696809178,-2.9387750806758723,Scotland,UK,Residential,Timber,1945,828653.57,163476.01,0.0,Medium,992129.58
POL0007894,LOC0007894,BB81 7XK,53.08332836718416,-2.9949321189282605,North West,UK,Industrial,Timber,2008,4532316.46,1087013.1,1053432.19,Low,6672761.75
POL0007895,LOC0007895,CV41 5RM,52.68971070885064,-1.345310835538894,West Midlands,UK,Residential,Timber,1986,271726.2,40561.94,0.0,Low,312288.14
POL0007896,LOC0007896,LL4 2SG,51.41053989879023,-3.3867892591046944,Wales,UK,Industrial,Timber,1941,4122676.22,2183280.84,1541243.2,Low,7847200.26
POL0007897,LOC0007897,EX94 7FC,51.93353762374899,-2.6619176802635507,South West,UK,Commercial,Steel Frame,2012,10471433.35,4440946.46,3958088.68,Low,18870468.49
POL0007898,LOC0007898,WV34 4MF,52.46778475740396,-1.2466962539526727,West Midlands,UK,Residential,Reinforced Concrete,1935,-201325.26,33915.25,0.0,Low,235240.51
POL0007899,LOC0007899,OX72 7HE,51.355496252352104,-1.226630491551049,South East,UK,Retail,Steel Frame,1976,1215262.91,561789.61,220132.79,Medium,1997185.31
POL0007900,LOC0007900,LL60 7HE,51.709942302758385,-3.449605338664064,Wales,UK,Residential,Steel Frame,2014,157108.5,18939.93,0.0,Medium,176048.43
POL0007901,LOC0007901,HG74 8HU,53.76031156932579,-2.0503802686506356,Yorkshire and the Humber,UK,Residential,Mixed,1914,755744.9,96903.11,0.0,Low,852648.01
POL0007902,LOC0007902,RG29 3XV,51.506411184745424,-0.9522229548628247,South East,UK,Residential,Reinforced Concrete,1926,327325.17,48969.69,0.0,Medium,376294.86
POL0007903,LOC0007903,BN17 6HP,51.725545676922486,-0.6523425160685423,South East,UK,Retail,Reinforced Concrete,1905,1571002.34,791106.6,707358.89,Medium,3069467.83
POL0007904,LOC0007904,G40 5DH,56.107725042371484,-3.038482836743215,Scotland,UK,Commercial,Masonry,1964,1491940.89,298361.55,552388.02,Medium,2342690.46
POL0007905,LOC0007905,E20 5CN,51.48668884814934,0.10403126821840525,Greater London,UK,Retail,Steel Frame,1964,1737975.27,754794.25,522368.91,High,3015138.43
POL0007906,LOC0007906,BT3 1SY,54.28584699137268,-6.8227071073046375,Northern Ireland,UK,Residential,Timber,1902,93728.1,12002.23,0.0,Low,105730.33
POL0007907,LOC0007907,WC47 6VA,51.83253694793961,0.12858097565420717,Greater London,UK,Residential,Timber,1971,336020.8,66286.33,0.0,Low,402307.13
POL0007908,LOC0007908,IV87 5UP,55.917743798401624,-2.7799677287905253,Scotland,UK,Residential,Steel Frame,2022,129026.56,24144.91,0.0,Medium,153171.47
POL0007909,LOC0007909,WN40 4BC,53.275980723254975,-2.510687162191597,North West,UK,Residential,Steel Frame,1949,98336.72,8042.08,0.0,High,106378.8
POL0007910,LOC0007910,WS36 2SY,52.24984143736563,-1.674703649455964,West Midlands,UK,Commercial,Reinforced Concrete,1956,1659991.51,352434.23,259031.67,Low,2271457.41
POL0007911,LOC0007911,LL33 1FS,51.03837173837987,-3.470545410577176,Wales,UK,Residential,Reinforced Concrete,2006,486191.43,60419.84,0.0,High,546611.27
POL0007912,LOC0007912,L15 7DF,53.56192020650612,-2.700177408850592,North West,UK,Residential,Timber,1994,349376.5,66744.97,0.0,Medium,416121.47
POL0007913,LOC0007913,WV27 8VF,52.301313086414865,-2.7307956793035344,West Midlands,UK,Residential,Reinforced Concrete,2006,357045.43,38303.0,0.0,Low,395348.43
POL0007914,LOC0007914,SW18 1TA,51.67682586183243,-0.3889773734700659,Greater London,UK,Residential,Steel Frame,1931,307396.49,42102.36,0.0,High,349498.85
POL0007915,LOC0007915,NW61 5WB,51.199401249960474,-0.6197086358642585,Greater London,UK,Residential,Masonry,1951,253894.99,24078.05,0.0,Medium,277973.04
POL0007916,LOC0007916,BN49 1EC,51.33740021658257,-1.578559123018747,South East,UK,Retail,Masonry,2009,617205.39,174579.03,228349.95,Low,1020134.37
POL0007917,LOC0007917,AL82 7XP,52.78436630960162,-0.1886029545242145,East of England,UK,Retail,Masonry,1958,553883.64,294129.02,199018.68,Medium,1047031.34
POL0007918,LOC0007918,EC56 1DT,51.38102663805978,-0.08697536686932314,Greater London,UK,Industrial,Timber,1990,1796563.21,436400.96,691446.12,Medium,2924410.29
POL0007919,LOC0007919,WC23 5AW,51.29009387884176,-0.0469899398286161,Greater London,UK,Residential,Timber,1915,210122.24,40907.85,0.0,High,251030.09
POL0007920,LOC0007920,CH59 6YW,53.25691155901508,-1.6611641038042033,North West,UK,Residential,Steel Frame,1950,438260.5,35265.48,0.0,Low,473525.98
POL0007921,LOC0007921,IP84 7MV,51.92721443604926,-0.17586509771236136,East of England,UK,Residential,Reinforced Concrete,2016,98348.27,20897.6,0.0,Medium,119245.87
POL0007922,LOC0007922,BS64 6VW,51.090920041873076,-2.441031985570789,South West,UK,Commercial,Masonry,2014,1249332.27,204610.43,220720.1,Medium,1674662.8
POL0007923,LOC0007923,SW17 6FX,51.474181173726315,0.15821050503320438,Greater London,UK,Retail,Reinforced Concrete,1947,632833.2,333505.42,239475.05,Low,1205813.67
POL0007924,LOC0007924,EC14 6ED,51.647688492679066,-0.36938653289557744,Greater London,UK,Industrial,Masonry,1979,1177892.57,292792.66,721379.59,Medium,2192064.82
POL0007925,LOC0007925,DE35 5MB,52.81785662173725,-1.3045249347482257,East Midlands,UK,Residential,Reinforced Concrete,1939,724874.37,119772.15,0.0,Low,844646.52
POL0007926,LOC0007926,GU28 1HJ,51.982116903379065,-0.7155875204187996,South East,UK,Public Sector,Reinforced Concrete,1996,6220239.11,1941142.59,426372.3,High,8587754.0
POL0007927,LOC0007927,LL75 1WN,52.01127233176998,-2.8596038385101106,Wales,UK,Residential,Steel Frame,2008,1223200.95,165955.96,0.0,Very High,1389156.91
POL0007928,LOC0007928,LD77 4JW,51.463796649421965,-3.5664573650545526,Wales,UK,Industrial,Masonry,1979,11944259.93,4911828.67,5380554.84,Low,22236643.44
POL0007929,LOC0007929,IV68 3JD,56.009725507921644,-3.2114302854421677,Scotland,UK,Residential,Masonry,1935,232113.91,19530.66,0.0,Low,251644.57
POL0007930,LOC0007930,NW30 3ZV,51.480978760105295,-0.20705764922171493,Greater London,UK,Commercial,Steel Frame,1970,2066153.21,887304.28,401027.34,Low,3354484.83
POL0007931,LOC0007931,PA63 1JJ,55.378610441878656,-2.709180869716831,Scotland,UK,Commercial,Masonry,1992,924308.79,139739.93,152213.23,High,1216261.95
POL0007932,LOC0007932,EX66 8NZ,51.440373023019156,-3.1253161840908836,South West,UK,Industrial,Masonry,1953,10936799.67,2648630.4,6686433.38,Low,20271863.45
POL0007933,LOC0007933,BD11 4TE,53.93569355854062,-1.8743177440704806,Yorkshire and the Humber,UK,Commercial,Timber,2003,461402.27,139080.71,179260.91,Medium,779743.89
POL0007934,LOC0007934,,51.61189937443182,-0.643070545005265,South East,UK,Industrial,Steel Frame,2006,10532394.43,4786548.58,6075192.53,High,21394135.54
POL0007935,LOC0007935,BN44 1YE,51.73999821738741,-1.0392483561288317,South East,UK,Residential,Timber,1927,1893629.64,412335.27,0.0,Very High,2305964.91
POL0007936,LOC0007936,N38 1VY,51.39134223615481,-0.3653045769005746,Greater London,UK,Industrial,Steel Frame,2002,2661163.34,1175675.89,1253304.24,High,5090143.47
POL0007937,LOC0007937,ST49 7CH,52.283884295231054,-1.8969474244001485,West Midlands,UK,Public Sector,Reinforced Concrete,1979,1809075.01,395112.11,283176.31,Low,2487363.43
POL0007938,LOC0007938,LS25 7EA,53.74218394253032,-1.862715450012423,Yorkshire and the Humber,UK,Commercial,Steel Frame,2023,3306003.37,654404.82,459741.09,Low,4420149.28
POL0007939,LOC0007939,WA97 6PP,53.160540268935186,-2.283927315058261,North West,UK,Public Sector,Masonry,1901,880191.6,183855.78,150219.82,Low,1214267.2
POL0007940,LOC0007940,WV23 6PN,52.36462466697572,-2.324119449847109,West Midlands,UK,Residential,Reinforced Concrete,1928,407236.7,50250.45,0.0,Low,457487.15
POL0007941,LOC0007941,WN19 2CU,53.713359883757995,-1.5692047546864054,North West,UK,Industrial,Timber,1959,2212107.23,477605.57,543790.38,Low,3233503.18
POL0007942,LOC0007942,CO72 5BR,52.51002469991558,0.44392855556310323,East of England,UK,Residential,Timber,1957,610950.43,85986.02,0.0,Medium,696936.45
POL0007943,LOC0007943,SR11 8FZ,54.964235688314815,-1.0324369983587647,North East,UK,Residential,Timber,1999,266094.9,40774.02,0.0,Low,306868.92
POL0007944,LOC0007944,N70 8NG,51.1785641000223,0.16978614814038567,Greater London,UK,Commercial,Timber,1904,343013.08,148458.67,82888.65,Low,574360.4
POL0007945,LOC0007945,WA44 1PH,53.075336701719685,-1.602665701576095,North West,UK,Commercial,Steel Frame,1912,1613781.01,380613.8,542029.58,Very High,2536424.39
POL0007946,LOC0007946,SE72 6EJ,51.38671193306972,0.7194366153190488,Greater London,UK,Commercial,Masonry,1969,3165482.15,781254.65,1167223.04,Medium,5113959.84
POL0007947,LOC0007947,CM33 5WS,52.72435786361971,0.6771564063590726,East of England,UK,Residential,Steel Frame,2012,379622.65,55948.63,0.0,Low,435571.28
