postcode,region,location_count,total_tiv,avg_risk_score
DH96 4HK,North East,1,774555.16,13.56
CM13 4WK,East of England,1,774482.61,13.56
NP70 3FW,Wales,1,774379.5,27.12
WA24 4BS,North West,1,773900.86,13.559
RH46 5HV,South East,1,773743.77,27.118
E24 8TM,Greater London,1,772500.18,52.874
B72 5SJ,West Midlands,1,772496.82,27.115
DN71 8CE,Yorkshire and the Humber,1,772298.15,27.114
SW25 2CA,Greater London,1,771733.74,16.268
WA47 4SX,North West,1,771479.37,13.556
BH26 1DF,South West,1,771414.99,13.556
W4 8ZZ,Greater London,1,771128.29,14.911
OX92 4BX,South East,1,770997.78,40.666
IP52 3SD,East of England,1,770971.13,27.111
HU53 4CJ,Yorkshire and the Humber,1,770848.42,17.622
NR44 5RU,East of England,1,770670.81,13.555
NR71 5SS,East of England,1,770638.56,13.555
B78 2BR,West Midlands,1,770629.28,16.266
LE12 7PT,East Midlands,1,770563.7,13.555
EX14 1UF,South West,1,770440.59,13.555
NW31 3AF,Greater London,1,770080.25,32.53
BL41 2YF,North West,1,769532.09,13.554
BN82 4NH,South East,1,769482.32,40.66
RG23 7NF,South East,1,769184.65,13.553
BT46 4EZ,Northern Ireland,1,769170.44,27.106
E64 6TF,Greater London,1,769139.39,27.106
NR17 8AE,East of England,1,769001.91,48.79
RG74 6KK,South East,1,768975.7,27.106
LU51 7JH,East of England,1,768857.25,48.79
OX60 1MY,South East,1,768653.97,27.105
HG88 4SE,Yorkshire and the Humber,1,768419.88,27.104
NR42 2JH,East of England,1,768158.02,40.655
SA6 8NK,Wales,1,768073.25,13.552
E68 7GW,Greater London,1,768071.51,27.103
N60 7RP,Greater London,1,767959.43,54.206
IV28 7YZ,Scotland,1,767930.05,13.551
SY30 4KJ,Wales,1,767769.55,35.233
L6 5PZ,North West,1,767104.02,27.101
PR93 5EF,North West,1,767055.61,27.101
LL70 3CT,Wales,1,766933.56,13.55
CM34 2DH,East of England,1,766911.24,13.55
HD22 4BK,Yorkshire and the Humber,1,766892.33,35.23
BH58 8DS,South West,1,766686.11,40.65
LN28 6VJ,East Midlands,1,766605.02,13.55
B93 2WX,West Midlands,1,766273.97,13.549
WV42 6RM,West Midlands,1,766149.59,17.614
LL71 1HZ,Wales,1,766143.64,13.549
CV39 8GY,West Midlands,1,765852.38,13.549
BN41 3ZD,South East,1,765726.38,40.646
IP87 8KY,East of England,1,765331.66,70.45
TR42 1CE,South West,1,765301.82,13.548
NG6 3ZJ,East Midlands,1,765293.72,13.548
BB63 5HA,North West,1,764967.67,13.548
SA72 6NM,Wales,1,764925.91,54.19
G34 5GC,Scotland,1,764410.96,48.769
NW24 7ZW,Greater London,1,764336.31,54.187
PR71 3XG,North West,1,764333.74,40.64
PR14 7AU,North West,1,764215.29,13.547
LS91 4CJ,Yorkshire and the Humber,1,764196.53,35.221
SE96 1EG,Greater London,1,763807.42,40.638
WA67 6MH,North West,1,763703.57,27.092
EC76 6PN,Greater London,1,763548.87,27.091
LU13 4GM,East of England,1,763422.15,13.546
DE75 3KV,East Midlands,1,763223.89,13.545
LE77 6BX,East Midlands,1,762437.14,27.089
SW66 6SU,Greater London,1,762373.9,27.088
HU60 5SV,Yorkshire and the Humber,1,761668.09,13.543
WS84 6RR,West Midlands,1,761637.38,27.086
SW98 3CN,Greater London,1,761247.36,40.628
WA76 2UD,North West,1,760950.23,32.502
G16 3KV,Scotland,1,760598.12,13.542
BH8 1SM,South West,1,760324.88,13.542
DD38 7NU,Scotland,1,759938.68,35.207
M35 5ZN,North West,1,759900.54,16.249
LD70 2UZ,Wales,1,759890.24,27.082
HG27 5XM,Yorkshire and the Humber,1,759754.31,40.622
LL20 3PS,Wales,1,759602.22,13.541
BA8 3WA,South West,1,759445.49,27.081
W87 8YY,Greater London,1,759318.03,13.54
CB51 5SX,East of England,1,759234.64,48.744
RG23 4YH,South East,1,759223.67,27.08
RH27 3ZT,South East,1,759110.51,16.248
E86 5YV,Greater London,1,758820.36,27.079
AL30 2BC,East of England,1,758794.14,13.539
AL9 2TS,East of England,1,758740.21,27.079
TR70 8UC,South West,1,758392.57,48.74
SE96 2JG,Greater London,1,758391.17,13.539
RG18 7NA,South East,1,758177.29,13.539
BT70 3YA,Northern Ireland,1,757912.15,16.246
RH59 6FY,South East,1,757731.19,27.076
SW96 1KJ,Greater London,1,757644.75,13.538
DY49 2VJ,West Midlands,1,757395.67,13.538
BT35 1AH,Northern Ireland,1,756988.89,40.611
HD45 4DP,Yorkshire and the Humber,1,756933.37,27.074
G83 5RF,Scotland,1,756341.66,13.536
WC27 2SS,Greater London,1,756288.57,40.609
NW7 6XK,Greater London,1,756015.77,27.072
EC54 7MW,Greater London,1,755860.38,13.536
E78 2MG,Greater London,1,755752.38,27.071
DD15 6GK,Scotland,1,755207.76,27.069
BB34 6VF,North West,1,755151.24,32.483
B92 7AB,West Midlands,1,755148.87,27.069
PR33 4VG,North West,1,755119.81,48.725
SW59 5SC,Greater London,1,755107.89,32.483
W49 7CW,Greater London,1,754638.09,32.482
CO66 5UP,East of England,1,754346.45,13.534
M86 3JR,North West,1,754147.49,40.6
BH9 4CJ,South West,1,753949.65,13.533
CO79 6DW,East of England,1,753604.27,40.598
GU87 3ER,South East,1,753565.11,27.065
BS25 3MA,South West,1,753165.09,13.532
OX97 1BG,South East,1,752989.75,13.532
DE38 5EF,East Midlands,1,752836.49,13.532
WC66 7FA,Greater London,1,752605.78,27.063
WN66 8WG,North West,1,752594.78,27.063
BD36 5GJ,Yorkshire and the Humber,1,752564.28,13.531
LN83 5PH,East Midlands,1,752555.09,27.062
TR14 5NS,South West,1,752367.68,64.949
IP29 5CJ,East of England,1,751914.42,48.709
E58 6BA,Greater London,1,751678.49,17.589
RG98 1JP,South East,1,751440.83,27.059
NN92 4HM,East Midlands,1,751286.54,27.059
DL65 6WR,North East,1,750809.22,13.529
CF5 2NE,Wales,1,750501.84,16.234
PA77 1VK,Scotland,1,750390.19,27.057
DN64 2YS,Yorkshire and the Humber,1,750388.47,27.057
BT11 6BF,Northern Ireland,1,749950.03,48.7
M2 4TU,North West,1,749859.82,40.583
SO55 1GD,South East,1,749856.27,13.528
OX43 7SA,South East,1,749812.46,13.528
CV76 1GT,West Midlands,1,749349.27,40.581
W14 3ZW,Greater London,1,749111.28,27.053
WV60 7WP,West Midlands,1,748928.74,40.579
CM88 7AV,East of England,1,748888.9,27.053
BD68 4GS,Yorkshire and the Humber,1,748746.81,13.526
NW55 8TX,Greater London,1,748472.15,17.584
CF63 3ZT,Wales,1,748364.52,13.526
BT57 7KS,Northern Ireland,1,748221.4,13.525
RG78 8JA,South East,1,748174.57,27.051
W65 7UP,Greater London,1,748138.43,40.576
LE24 6MU,East Midlands,1,747862.74,13.525
CV45 4JR,West Midlands,1,747497.08,27.049
WS24 7DW,West Midlands,1,747125.81,40.572
BT53 7ZP,Northern Ireland,1,747009.89,13.524
RH2 6JJ,South East,1,746912.18,27.047
IP60 3ZX,East of England,1,746552.71,32.456
RG91 8CB,South East,1,746392.81,13.523
EC50 5NN,Greater London,1,745900.14,27.045
CH59 4DB,North West,1,745440.66,27.043
RH79 2ZY,South East,1,745419.88,13.522
ST45 6FX,West Midlands,1,745315.51,13.522
WC15 8ZP,Greater London,1,745282.91,13.522
WA14 8DP,North West,1,745165.51,13.521
SO1 5HF,South East,1,744975.59,13.521
GL53 1EZ,South West,1,744379.23,13.52
PR86 7HE,North West,1,744329.88,40.561
DL7 5MP,North East,1,744097.27,13.52
N86 3YP,Greater London,1,743447.56,13.519
HG40 2AS,Yorkshire and the Humber,1,743359.98,13.519
G30 1GW,Scotland,1,743247.62,40.556
PA50 4VG,Scotland,1,742997.26,13.518
SO54 1KW,South East,1,742784.71,27.036
E59 4SR,Greater London,1,742629.11,17.573
SY28 5JX,Wales,1,742625.58,27.036
IP47 6KU,East of England,1,742543.75,40.554
RH29 3TA,South East,1,742530.73,13.518
CH38 3ZJ,North West,1,742492.99,16.221
BD66 7PC,Yorkshire and the Humber,1,742255.42,13.517
SW94 1TH,Greater London,1,741828.88,13.517
IP94 8EF,East of England,1,741723.31,13.517
SO41 1NY,South East,1,741706.43,27.033
TS31 6XA,North East,1,741598.27,17.572
CF64 5UG,Wales,1,741322.95,27.032
LD2 5KP,Wales,1,740869.57,40.547
RH70 4ME,South East,1,740853.41,27.031
OX72 6JB,South East,1,740737.79,54.062
SR93 6KP,North East,1,740253.28,13.515
PR53 4GD,North West,1,740166.36,13.515
CF77 1SR,Wales,1,739963.76,16.217
SA45 5MG,Wales,1,739870.18,13.514
BS92 8BY,South West,1,739716.73,40.542
LD10 4FB,Wales,1,739590.11,40.542
IP52 2KN,East of England,1,739471.35,48.649
EC66 5VZ,Greater London,1,739440.68,27.027
RH47 1GW,South East,1,739394.01,27.027
LL38 8DB,Wales,1,739323.48,54.054
BA9 3SW,South West,1,739309.61,27.027
SY33 3YJ,Wales,1,739237.62,13.513
G53 4TZ,Scotland,1,739234.58,27.027
WV85 7WB,West Midlands,1,739032.8,13.513
SW20 1DC,Greater London,1,738489.89,13.512
SW38 4YT,Greater London,1,738382.44,13.512
L69 7XA,North West,1,738343.55,13.512
G11 4RZ,Scotland,1,738298.49,40.536
RH33 3UN,South East,1,738121.94,27.024
IV75 3GF,Scotland,1,737681.57,13.511
WC73 7AV,Greater London,1,737614.73,13.511
W94 8US,Greater London,1,737607.41,13.511
PR68 7BP,North West,1,737164.25,40.532
SO96 2PF,South East,1,736470.81,40.529
EC15 3TB,Greater London,1,736407.39,40.529
S18 2VU,Yorkshire and the Humber,1,735970.9,17.562
ST14 6YJ,West Midlands,1,735846.51,54.035
HD72 6GK,Yorkshire and the Humber,1,735769.94,27.017
N90 6DC,Greater London,1,735762.97,27.017
N22 2RD,Greater London,1,735380.55,27.016
B4 8AJ,West Midlands,1,735378.61,13.508
GL35 2AT,South West,1,735214.11,40.524
SE90 5TD,Greater London,1,735180.1,27.016
S19 4HP,Yorkshire and the Humber,1,734682.73,13.507
M1 8SB,North West,1,734142.85,13.506
LE48 3VF,East Midlands,1,734006.59,40.519
CF53 4MU,Wales,1,733964.82,27.012
PO25 4PU,South East,1,733927.07,13.506
PL34 4KU,South West,1,733788.99,40.518
ST46 1HV,West Midlands,1,733555.66,27.011
BH42 6RS,South West,1,733545.07,70.229
SO93 4WZ,South East,1,733535.27,16.207
BL26 7DC,North West,1,733486.9,16.207
ST60 2BV,West Midlands,1,733399.49,13.505
TS86 8JU,North East,1,733342.99,16.206
BD42 3SB,Yorkshire and the Humber,1,733233.53,32.413
SY51 8NC,Wales,1,733008.07,13.505
AL2 3DC,East of England,1,732695.08,13.504
GU75 5HG,South East,1,732564.99,32.41
SW64 5YH,Greater London,1,731906.62,40.51
B76 4FE,West Midlands,1,731743.72,17.554
CF52 8GU,Wales,1,731575.68,27.006
EC33 4NH,Greater London,1,731487.91,13.503
LS25 6NF,Yorkshire and the Humber,1,730991.74,27.004
BS80 6CM,South West,1,730612.35,40.505
DL78 3FZ,North East,1,729854.59,40.502
L33 6CS,North West,1,729815.89,40.502
N72 4ZH,Greater London,1,729377.95,13.5
CV2 8VU,West Midlands,1,729242.42,13.5
GU54 3VY,South East,1,729232.22,13.5
SW45 1SZ,Greater London,1,728778.56,53.997
OX82 4ZH,South East,1,728723.28,26.998
M41 6UN,North West,1,728331.53,32.396
SE93 3MK,Greater London,1,728066.37,26.996
IP73 8VU,East of England,1,727992.52,13.498
CH54 8YG,North West,1,727897.64,35.095
SW59 6BV,Greater London,1,727552.44,26.995
W70 4BP,Greater London,1,727419.22,26.995
LN45 2RV,East Midlands,1,727385.38,26.994
IV24 4RK,Scotland,1,727278.19,17.546
DH92 3JC,North East,1,727081.54,48.588
BT74 1RG,Northern Ireland,1,727058.7,13.497
BS9 6PB,South West,1,727055.8,32.392
IV13 8JB,Scotland,1,727055.0,26.994
PA76 8MP,Scotland,1,727028.88,52.637
SA29 7XE,Wales,1,726014.51,13.495
GU81 6AM,South East,1,725913.98,40.486
N21 4JV,Greater London,1,725908.68,26.99
OX9 7SG,South East,1,725501.9,17.543
WC60 6FX,Greater London,1,725251.11,35.085
SO68 8UP,South East,1,725050.92,40.482
SA59 7JW,Wales,1,724726.62,13.494
PL31 8DS,South West,1,724684.56,13.493
SE28 4HF,Greater London,1,724332.62,26.986
RH49 4FV,South East,1,724295.33,40.479
DE86 3RM,East Midlands,1,724026.04,13.493
WC70 7NX,Greater London,1,723546.18,13.492
GL15 3YS,South West,1,723440.67,40.475
SW75 7XA,Greater London,1,723160.91,16.19
DE47 3DK,East Midlands,1,723147.08,16.19
GU77 4KE,South East,1,722933.57,40.473
E48 4JA,Greater London,1,722338.25,32.377
HG98 6AR,Yorkshire and the Humber,1,722274.77,13.49
PO39 4JC,South East,1,722099.25,26.98
AB29 5RZ,Scotland,1,722081.43,26.98
GU80 7JS,South East,1,721902.89,26.979
BS24 6TX,South West,1,721782.57,17.536
AB61 5TA,Scotland,1,721632.52,29.676
NW81 1BK,Greater London,1,721563.61,70.144
OX71 7BJ,South East,1,721394.46,35.071
SY21 8UC,Wales,1,721223.48,13.489
IP12 5SN,East of England,1,720938.3,40.465
W69 3UF,Greater London,1,720905.43,35.069
L83 7TV,North West,1,720533.84,26.975
SO73 7AC,South East,1,720312.93,26.975
W38 7EU,Greater London,1,720068.67,26.974
PO41 3HX,South East,1,720057.37,40.461
SE90 2RB,Greater London,1,720004.06,13.487
N46 7BY,Greater London,1,719992.38,13.487
AB93 6BK,Scotland,1,719962.61,13.487
CB89 6TU,East of England,1,719700.8,26.973
EX26 6VY,South West,1,719583.09,53.946
CF84 3PU,Wales,1,719364.71,13.486
LS45 6JD,Yorkshire and the Humber,1,719347.12,40.458
CO9 8BA,East of England,1,719151.33,26.972
N7 2CC,Greater London,1,719113.37,13.486
BS19 2BM,South West,1,719098.24,26.972
LD62 3BM,Wales,1,718650.97,40.455
SW3 8BC,Greater London,1,718622.62,26.97
PA8 7NW,Scotland,1,718212.82,26.969
CH60 4WN,North West,1,717878.94,35.059
CO15 1HD,East of England,1,717825.45,13.484
CH8 6YP,North West,1,717626.02,13.484
BH67 2RY,South West,1,717553.37,13.484
W71 2KD,Greater London,1,717364.75,13.483
SE81 8CA,Greater London,1,716808.02,40.448
BH94 7JJ,South West,1,716755.94,52.582
W39 5RW,Greater London,1,716673.72,26.965
LE10 6RC,East Midlands,1,716547.46,13.482
IV16 5YF,Scotland,1,716465.26,26.964
AB56 7ND,Scotland,1,716325.9,48.535
NG28 4EN,East Midlands,1,716192.77,13.482
OX6 6RF,South East,1,716152.94,13.482
EC69 2JF,Greater London,1,715948.16,26.963
CF15 5AM,Wales,1,715765.84,13.481
NW27 4NJ,Greater London,1,715719.38,26.962
N55 4FJ,Greater London,1,715604.99,13.481
DN4 3EJ,Yorkshire and the Humber,1,715595.3,26.962
W66 7WB,Greater London,1,715433.91,53.923
EH83 5WF,Scotland,1,715418.49,40.442
AB48 2BY,Scotland,1,715083.84,40.44
EC1 3FV,Greater London,1,714897.71,17.524
RG35 7XG,South East,1,714756.83,35.047
M26 8XV,North West,1,714653.5,14.828
SW71 3RE,Greater London,1,714597.87,64.701
GL38 1KE,South West,1,714592.37,26.959
SY4 8VY,Wales,1,714422.73,13.479
BT4 3RD,Northern Ireland,1,714018.99,13.479
OX25 6HK,South East,1,713702.45,40.435
SO77 7MW,South East,1,713457.28,40.434
BH31 6UZ,South West,1,713346.35,16.173
RH29 6ZS,South East,1,713158.97,53.91
IV29 3JE,Scotland,1,713047.86,13.477
TR27 3DC,South West,1,712917.49,13.477
E58 1NM,Greater London,1,711991.57,26.952
OX8 5RF,South East,1,711736.72,26.951
NP85 8EC,Wales,1,711732.86,13.475
EC24 2AY,Greater London,1,711511.54,26.95
TS68 5WB,North East,1,711364.36,40.425
M54 8TJ,North West,1,711111.68,26.949
NN71 3NJ,East Midlands,1,710930.93,13.474
SY44 1EC,Wales,1,710844.3,13.474
NG75 5MY,East Midlands,1,710762.03,13.474
NW17 1ZV,Greater London,1,710625.3,16.169
B41 4XN,West Midlands,1,710469.49,13.474
CH94 7SB,North West,1,710395.17,48.505
SE67 1JK,Greater London,1,710157.82,40.42
GU76 7MT,South East,1,710135.02,26.946
WC97 3KV,Greater London,1,709650.16,26.945
W22 7XE,Greater London,1,709231.18,13.472
LD35 4FJ,Wales,1,709165.93,26.944
WV92 7SA,West Midlands,1,708875.77,13.471
GL3 8BV,South West,1,708865.57,26.943
GL84 7AX,South West,1,708773.52,26.943
DL47 4CA,North East,1,708616.35,13.471
EX19 4TD,South West,1,708203.1,13.47
WV69 1GZ,West Midlands,1,708083.3,48.493
WV4 1BG,West Midlands,1,707971.66,13.47
GL38 4MN,South West,1,707969.81,13.47
PL68 8FT,South West,1,707925.79,26.94
W73 6PB,Greater London,1,707883.2,13.47
DD53 5VX,Scotland,1,707479.61,13.469
SR36 2GP,North East,1,707473.11,35.021
WN61 5SR,North West,1,707294.08,13.469
CB34 4XR,East of England,1,707089.65,40.407
NW73 8UC,Greater London,1,706982.56,26.938
ST74 8XD,West Midlands,1,706610.17,40.405
PL49 3CD,South West,1,706186.05,40.403
BL97 6YP,North West,1,706122.87,40.403
SW83 6VC,Greater London,1,705852.51,40.401
SW66 1YK,Greater London,1,705816.03,13.467
IV86 3RN,Scotland,1,705358.55,13.466
EH52 6DB,Scotland,1,705272.86,17.506
WV34 3YR,West Midlands,1,705254.39,26.933
WC37 1RF,Greater London,1,705035.74,53.864
M89 4JJ,North West,1,704968.11,35.011
BB20 3WV,North West,1,704896.93,44.437
W48 6RT,Greater London,1,704511.56,14.812
B47 3DZ,West Midlands,1,704424.51,40.395
BL18 2PS,North West,1,704379.22,26.93
NG88 7CB,East Midlands,1,704205.9,16.158
DL65 4CG,North East,1,704124.1,13.465
EH91 3HY,Scotland,1,703750.71,26.928
EX70 7SD,South West,1,703312.9,32.313
B51 7UX,West Midlands,1,703204.63,13.463
NG98 8BK,East Midlands,1,703203.7,40.39
S68 6AU,Yorkshire and the Humber,1,702885.1,13.463
DY41 7VT,West Midlands,1,702321.73,40.386
WN75 7GJ,North West,1,702267.44,26.924
IP33 5UK,East of England,1,702161.35,13.462
BN40 1SU,South East,1,702146.15,13.462
SA90 3UT,Wales,1,701976.79,13.462
G38 1XW,Scotland,1,701842.77,13.461
SW57 1UU,Greater London,1,701787.47,16.154
E82 8ZW,Greater London,1,701581.84,40.383
B91 4YF,West Midlands,1,701528.59,26.922
NW90 6BP,Greater London,1,701314.25,13.461
RH6 5EG,South East,1,701150.93,26.921
WV68 1SM,West Midlands,1,701114.69,13.46
EH52 6BZ,Scotland,1,701106.12,16.152
LE58 6UK,East Midlands,1,700972.61,26.92
EH64 1ZT,Scotland,1,700920.4,17.498
NG43 8GV,East Midlands,1,700919.32,13.46
CM25 3NJ,East of England,1,700864.51,13.46
AL73 6FW,East of England,1,700629.28,13.46
BL73 7UM,North West,1,700616.18,26.919
WA27 7ZK,North West,1,700568.2,44.417
RG66 3MK,South East,1,700296.07,40.378
SE16 4VV,Greater London,1,700006.21,40.377
DL24 8UR,North East,1,699812.29,26.917
GU30 5TF,South East,1,699737.33,13.458
NW67 3NT,Greater London,1,699524.7,52.487
BT28 3WM,Northern Ireland,1,699490.43,13.458
SE41 6HG,Greater London,1,699400.44,26.916
GU38 1WD,South East,1,699312.64,13.458
DN28 3GB,Yorkshire and the Humber,1,699267.44,17.495
PR90 4RT,North West,1,699216.28,26.915
BN9 8HD,South East,1,699192.32,26.915
SE24 2YF,Greater London,1,699127.92,52.485
PL61 6NY,South West,1,699072.14,13.458
NW15 8GA,Greater London,1,699069.0,13.458
BA16 8ER,South West,1,698964.42,26.915
NE45 7DZ,North East,1,698741.65,13.457
IV32 5BV,Scotland,1,698669.34,13.457
PO3 5CK,South East,1,698632.11,26.914
WN56 8PX,North West,1,698421.45,26.913
CO51 7NN,East of England,1,698348.03,32.296
LS58 2UX,Yorkshire and the Humber,1,698336.1,13.456
NN12 8XT,East Midlands,1,698109.87,13.456
WN53 4ZE,North West,1,697991.06,13.456
E55 7KW,Greater London,1,697674.99,13.456
RG36 4NT,South East,1,697644.5,40.366
WC14 2CG,Greater London,1,697180.55,32.292
HG73 4JT,Yorkshire and the Humber,1,697179.57,16.146
B69 4GH,West Midlands,1,697153.55,13.455
G32 7ER,Scotland,1,697144.93,26.91
M86 7JN,North West,1,697110.77,40.364
LU74 8FE,East of England,1,697108.24,40.364
CO72 5BR,East of England,1,696936.45,26.909
ST62 4KM,West Midlands,1,696696.66,26.908
EX86 6MR,South West,1,695565.99,17.488
CH66 5RJ,North West,1,695063.03,26.904
DY54 6JN,West Midlands,1,694874.39,26.903
BT19 6SA,Northern Ireland,1,694800.85,40.354
CO29 3JN,East of England,1,694430.4,40.353
WV94 5VY,West Midlands,1,694228.46,13.451
BS85 5FF,South West,1,694183.15,32.281
EC20 8VF,Greater London,1,693786.53,26.9
WN23 7ZU,North West,1,693750.83,16.14
G95 4UW,Scotland,1,693616.99,26.899
EC16 5BM,Greater London,1,693121.97,26.898
GU85 7CK,South East,1,693073.04,32.277
SO19 8DR,South East,1,692913.96,26.897
IP7 5UM,East of England,1,692875.53,40.346
W96 8GM,Greater London,1,692837.53,32.277
EH79 1BH,Scotland,1,692610.07,13.448
SA31 7UP,Wales,1,692526.3,40.344
BL20 5SR,North West,1,692418.64,13.448
SA27 7JH,Wales,1,692414.1,13.448
LU6 6CK,East of England,1,692350.78,40.344
IP54 7BN,East of England,1,691924.49,13.447
CH52 1DD,North West,1,691759.04,13.447
ST42 1RX,West Midlands,1,691737.15,16.136
NP22 2SD,Wales,1,691326.13,13.446
NR85 5GH,East of England,1,691296.13,17.48
NP12 1YM,Wales,1,691294.44,16.136
HU78 3YE,Yorkshire and the Humber,1,691214.43,13.446
AB97 1EN,Scotland,1,691169.3,26.892
GL84 1AN,South West,1,690956.42,13.446
WV1 3PJ,West Midlands,1,690587.77,53.781
N91 1KH,Greater London,1,690551.54,13.445
ST41 7CD,West Midlands,1,690433.93,13.445
SO35 6HR,South East,1,690376.36,26.89
WS78 5VT,West Midlands,1,690348.92,34.957
YO20 6ET,Yorkshire and the Humber,1,690348.51,13.445
EX12 8KG,South West,1,690348.37,40.335
SO12 8ZW,South East,1,690249.36,40.334
PO14 6AF,South East,1,690098.4,26.889
WA31 3NC,North West,1,689869.61,26.889
PO49 7NC,South East,1,689860.12,13.444
SA97 2EF,Wales,1,689814.67,13.444
DL25 7YN,North East,1,689572.22,14.788
ST23 3WS,West Midlands,1,689318.15,13.443
DY74 8YZ,West Midlands,1,689169.02,13.443
DL62 6SS,North East,1,688645.26,13.442
ST21 2SP,West Midlands,1,688596.96,17.475
AB92 6NR,Scotland,1,687673.25,26.882
CM69 7DM,East of England,1,687520.15,53.763
AB17 6YK,Scotland,1,687322.86,53.762
CB73 2MS,East of England,1,687206.48,52.418
E18 6SE,Greater London,1,687098.58,40.321
TR16 3CV,South West,1,687038.99,13.44
SW3 1MP,Greater London,1,686950.76,40.32
N50 1AM,Greater London,1,686881.66,13.44
E7 1GC,Greater London,1,686665.09,13.44
E32 4JV,Greater London,1,686128.93,13.439
WN65 5PZ,North West,1,686114.32,16.127
SY46 6XK,Wales,1,686105.68,13.439
LN91 6YK,East Midlands,1,686044.56,34.941
RG62 8JR,South East,1,686010.67,26.877
DY86 3NN,West Midlands,1,685956.84,13.439
CM67 8MH,East of England,1,685881.27,13.438
PO4 1JK,South East,1,685796.19,13.438
RG24 1RW,South East,1,685686.68,13.438
OX56 1CZ,South East,1,685662.19,26.876
IV78 1XR,Scotland,1,685579.58,26.876
PO45 5ZX,South East,1,685313.47,13.438
DN60 6JW,Yorkshire and the Humber,1,685278.68,13.438
NW26 3JP,Greater London,1,685085.43,13.437
SY11 8KU,Wales,1,684489.36,13.436
BT20 8MT,Northern Ireland,1,684446.3,34.935
BL24 2GW,North West,1,684080.61,13.436
E62 3TW,Greater London,1,684063.9,59.118
NN22 1KT,East Midlands,1,684036.64,13.436
LS18 8FB,Yorkshire and the Humber,1,683996.43,13.436
PO39 5MZ,South East,1,683971.6,26.871
N49 5XC,Greater London,1,683854.77,32.245
BA90 1FT,South West,1,683609.33,40.305
DD64 5UF,Scotland,1,683546.43,13.435
LE28 3NV,East Midlands,1,683415.89,13.435
DY43 2SG,West Midlands,1,683319.75,26.869
BL92 2GP,North West,1,683318.77,40.304
ST4 4ZW,West Midlands,1,683128.25,17.465
NW77 7TJ,Greater London,1,682918.16,13.434
RH57 6JX,South East,1,682841.12,13.434
AB92 2MD,Scotland,1,682820.87,40.302
BL47 2ZT,North West,1,682810.84,26.868
SA27 3VP,Wales,1,682729.24,13.434
SY15 4TG,Wales,1,682708.41,26.868
CM27 1KR,East of England,1,682664.5,26.868
RG72 1EU,South East,1,682644.56,13.434
BS92 8DF,South West,1,682553.2,34.927
LS31 7ZB,Yorkshire and the Humber,1,682494.56,13.434
GL44 5UC,South West,1,682428.38,40.3
CV21 3PT,West Midlands,1,682384.25,26.867
CM38 3UF,East of England,1,682355.09,40.3
RH21 4TD,South East,1,682317.78,40.3
G10 5JR,Scotland,1,682182.03,13.433
RH8 3PE,South East,1,681817.66,26.865
EC5 3BF,Greater London,1,681789.99,26.865
M82 4FY,North West,1,681482.45,53.728
RH98 1UY,South East,1,681230.01,13.432
YO59 2TD,Yorkshire and the Humber,1,681119.21,26.863
W24 6KY,Greater London,1,680746.71,26.862
M12 1VF,North West,1,680506.89,32.233
CV35 6XE,West Midlands,1,680342.23,13.43
WA9 6MM,North West,1,680220.17,13.43
OX60 1GF,South East,1,680165.06,34.918
SE45 6GH,Greater London,1,680049.67,13.43
NR34 4XP,East of England,1,680046.35,16.116
W39 3BS,Greater London,1,680041.38,34.918
NR39 7MP,East of England,1,679965.81,26.86
BN44 7EK,South East,1,679831.04,26.859
NG77 8UP,East Midlands,1,679672.09,13.429
PA80 5HV,Scotland,1,679596.19,13.429
PA18 6SY,Scotland,1,679591.92,13.429
OX66 2RV,South East,1,679403.72,13.429
SO62 2YA,South East,1,679384.73,40.287
OX17 6GZ,South East,1,679240.08,17.457
WV52 5PJ,West Midlands,1,678900.05,13.428
SO79 8TK,South East,1,678842.52,13.428
OX57 8JB,South East,1,678781.8,26.856
IV15 7VZ,Scotland,1,678601.76,13.428
EH62 5VT,Scotland,1,678248.46,53.709
BB9 7MA,North West,1,678160.26,26.854
G90 8ZV,Scotland,1,677135.83,17.453
NW91 1HY,Greater London,1,677121.28,40.277
M2 2ZN,North West,1,677040.4,26.851
YO74 8KK,Yorkshire and the Humber,1,676910.43,34.906
BA30 3TD,South West,1,676728.62,13.425
SA60 3RP,Wales,1,676698.71,26.85
BT20 6WK,Northern Ireland,1,676666.42,26.85
SE79 1HD,Greater London,1,676570.79,40.274
CV70 1MD,West Midlands,1,676553.72,13.425
WV66 6GZ,West Midlands,1,676412.23,13.425
BA62 2ED,South West,1,676181.53,26.848
BS66 6YK,South West,1,675918.62,13.424
WN8 3MX,North West,1,675742.32,53.694
EC64 4PZ,Greater London,1,675740.03,13.424
SY89 4DT,Wales,1,675640.85,13.423
NE61 1KG,North East,1,675240.95,40.268
BT54 1KY,Northern Ireland,1,675213.93,13.423
HU59 2JY,Yorkshire and the Humber,1,674907.05,13.422
HD80 2ER,Yorkshire and the Humber,1,674900.62,34.898
N36 3ND,Greater London,1,674687.34,52.346
OX90 8NB,South East,1,674646.65,13.422
LE3 4MU,East Midlands,1,674416.31,26.843
HD19 2PG,Yorkshire and the Humber,1,674258.57,26.843
BT94 6FH,Northern Ireland,1,673879.06,52.341
PA56 1GG,Scotland,1,673546.21,16.104
B51 4XP,West Midlands,1,672836.27,48.309
WN50 2KD,North West,1,672724.76,13.419
